0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
-0.38173214,-0.40543833,-0.4328477,-0.3722198,-718296.94,-0.3850147,-865149.56,-1752032.9,42447.168,-0.39973882,-0.40586263,2811.201,-1205544.8,-0.36352548,-0.40103182,459169.44,-0.39393547,-0.4108215
-0.3797939,-1199113.5,-0.39520603,-2007786.1,-0.407867,-0.3965284,-2855761.5,-964423.1,-2789393.5,-0.40033516,-0.45054454,-0.42019984,-520760.16,-132524.56,-1150043.5,553763.44,-0.3915519,-329183.62
-0.40596545,404088.47,250549.7,-278320.72,-0.42341265,-0.39200965,-69957.586,-0.38306814,-0.41362178,-0.40850508,-0.41596812,-0.39744052,-0.4590156,-562040.5,-432948.06,-0.4290358,-0.39305836,-233731.77
-0.38769168,-0.42787546,-2013292.0,-2427795.2,-696771.2,-925358.2,-1784203.0,-0.4066801,-722294.0,-814804.1,-74858.17,-866962.75,-1118764.9,-0.40323773,-692037.1,-0.42504668,-760062.25,-0.3954868
-0.39875346,-0.42120606,-0.4148196,-774231.6,-225518.48,-0.4070397,-0.37795067,-1702066.2,-1176374.1,-0.4127416,607536.56,169793.48,-0.38010114,-0.3575871,-27212.11,-0.42910266,-0.40466008,-0.4674041
-0.37090638,-812647.7,-0.46235415,-0.37099415,-23121.387,-1741413.5,-0.41681182,-474187.47,-1454602.2,-1435510.0,-1400584.5,-1431404.4,-0.37101144,-0.4103802,-0.4125129,-0.4036779,-0.38659263,401822.66
-0.39491528,-0.3942954,-0.40450007,-0.38394997,-0.39956138,-0.43884176,-857154.0,-526316.25,-348049.22,-106350.734,-1830545.5,-0.3987365,-0.3627688,65028.855,-0.40169233,-106306.13,366100.22,-0.37838742
-0.4021818,-1230980.9,-1106415.1,281884.28,-427688.56,-0.39398494,-0.41853914,-1929998.5,-0.37265283,-0.36901248,-0.43880197,-0.41244146,-1007867.6,-0.38100374,-0.37873966,-243473.66,-997902.4,66307.375
-0.40639478,-0.37850153,-0.39674908,-1363692.4,-0.3933615,-0.4202507,-58766.82,-897178.4,300104.2,-0.45055574,-0.4095649,-0.39238253,-0.38771382,-345103.5,-0.43466675,-68899.26,-0.41530374,-871631.6
484895.94,-0.43145776,-1535521.2,-0.4165518,-0.39215565,-0.3775937,-661715.4,-0.42556778,-0.46003777,-0.4756611,-0.4569326,65343.05,-2100626.8,-0.39200163,-228947.61,-0.39023918,-0.44055483,-460046.44
-0.38737696,-880301.5,-0.39736015,-1211542.4,-0.41136718,-0.43461952,-1847985.9,-0.41153866,-997354.6,-0.4241142,-0.40795222,103230.7,-1756726.5,-0.37695795,-758907.3,-0.3988036,-121732.5,-1206615.0
-0.4307099,-799836.6,345489.5,-0.40675423,-0.42229995,-0.42138326,-267951.2,29459.328,-0.40698612,-0.46802172,-0.43732497,-0.40261856,-0.4499535,-0.388795,-0.41827887,-0.45733353,-0.44074926,-682490.56
-1244277.2,-2729255.2,-2599583.0,-2725894.2,-1123466.6,-2300856.2,-1284696.0,-0.38029036,-1709424.6,-2427821.0,-0.35134375,-0.35679904,-1446449.9,-3230954.2,-988987.25,-900205.0,-1381229.5,-0.3787014
243797.8,-0.4140427,-0.41290283,-0.38526532,-0.3898284,324266.97,-0.43344352,-0.43227625,-0.40143278,-0.3973325,1135045.5,-1458054.5,-0.40977317,-155642.64,416075.84,-0.42321765,-0.4016733,-603596.44
-0.39229354,-0.39604145,-860866.1,-0.4013063,745237.4,-0.37866515,-0.41322845,-965027.25,-0.37588245,-0.420547,-1037654.44,-0.40592673,-234974.55,-0.41839755,-0.4107523,166939.42,-0.4086181,-0.37154782
-1259335.8,-0.40095893,-1688983.2,-0.41997868,-1835196.4,-756522.4,-2417840.2,-1751714.5,-1405155.2,-0.39168835,-421471.88,-0.3883588,-1874282.8,-1349783.5,-0.45541528,-0.4093672,-0.34769478,-483631.8
-1629667.5,-638943.94,-0.38779935,-1645767.8,-0.39297283,-0.3854541,-309325.2,-1333782.9,-0.3647088,-1121877.4,-477521.3,-1416518.2,-0.38443562,-383069.7,-268188.4,-0.3561247,-386301.88,-0.36168352
-0.4053006,-1881865.8,-1193289.5,-0.39651695,-0.3761341,-0.35669413,-0.40877125,-0.40112814,-0.43565667,-0.3841735,-1108153.0,-0.39486125,-733242.3,-1126626.8,-0.4294191,-197405.25,-0.41875353,-0.43548506
-996736.8,-0.41570053,-1106188.6,-1722613.6,-0.39849263,-1158535.5,258629.64,-0.38688898,-711359.56,-0.34303898,-586725.6,-1537314.8,-0.3762586,-920419.2,-1548287.9,-1396661.4,-0.3499837,-0.38472557
204897.6,-166817.38,-0.42687455,-826792.44,-0.37469542,-0.40481332,-0.4302562,-0.41661978,695088.25,-136706.31,-1605823.8,-0.3934204,-0.4150006,-0.38993728,-0.43657687,-874686.6,-0.4036583,-623560.06
-0.39816627,-1115951.9,-1842324.9,-1249090.5,-1932004.6,-0.38682327,-1131989.6,-0.38547698,-0.37820104,-574005.8,-0.35278562,-1424416.8,-1665302.9,-1073812.8,-2473095.8,-2434239.5,58745.473,158088.72
-298403.7,-1280260.9,-926070.56,-0.39887443,-0.3916599,-0.39597943,-591512.44,-0.37350646,-274984.97,-0.34719315,-0.3747292,-0.38397232,-552066.75,-666591.2,-142435.77,-0.4054818,-0.40430817,-1289162.0
-1637919.1,-1574031.4,-0.3655631,-763997.9,-874586.5,-0.38878396,-1804636.6,-0.3630195,-964154.25,-0.43561405,-0.4029972,-0.4060004,-0.36563247,-0.4079181,-136626.22,-762666.8,-0.368105,305863.5
-197554.0,-0.39166954,-0.38784814,-0.38134897,-238474.84,-528606.2,-1137957.1,-876971.7,-0.39400455,294609.06,-0.39915985,-0.421168,-945588.94,-0.41180664,525868.56,-0.40948796,-177581.69,-0.39698693
-0.39669496,26209.82,-0.42100498,-0.4113744,-449633.47,-249744.56,-1537010.1,-0.42233226,-0.42163178,-988568.0,-0.384094,-0.4264037,-0.39686573,-0.4158709,-0.4263955,-0.40477988,-0.3935392,-570782.0
497038.28,-351257.97,-0.39854476,-0.36279148,1350865.6,-149215.77,-1626920.2,-0.42761266,-0.40009075,-0.37554154,-0.3687943,-0.39275843,-0.38918754,23366.629,-0.40908664,-2173075.0,-256531.44,-0.43551007
455650.56,-0.36461124,-0.40662926,-0.35689136,-84199.22,-0.4081828,-1463162.9,-0.37234223,-67254.82,-0.36628267,-0.4113401,-2168938.0,-1106539.5,-510966.34,-0.46356615,285271.47,-685569.2,-77447.336
-449685.44,-0.39335683,-0.42329827,-1463723.6,-0.3754922,-1092888.1,-654630.3,-881170.44,-313853.1,-0.39013863,-470141.97,-0.39951667,-1479925.8,-0.4114293,-259340.17,-0.37950382,-0.44117168,-0.3938343
1033847.25,-0.37067145,-0.41422462,-87123.27,-1112513.4,-0.43024912,-37252.86,-0.43137106,-0.38812086,-958190.06,-0.38544196,-132548.9,-0.38303998,-0.40226158,-0.37059724,-0.37785682,-0.39530423,-1559626.0
-0.36266708,-535005.44,-979243.6,-0.35602835,-0.4134351,13473.187,-0.39784813,-0.4482992,-184249.61,-0.385078,-770936.2,-1698255.0,-1047543.06,-528592.5,-0.4159345,-0.38936588,-0.42404732,-761722.1
-1705305.5,-0.39382088,-0.37230176,-0.39872873,-0.44724026,-1584976.1,-522216.12,-0.38401818,-0.45678163,136695.66,-945680.25,-0.39159045,-824500.8,-855363.94,-55961.52,864088.4,-0.3833263,-0.37221903
-0.39595187,-0.44101122,-211560.25,-900391.44,-1664984.9,-0.387349,-0.40094608,-0.4173292,-1051226.8,116096.2,-79553.83,-0.3867757,-1402560.2,-263129.44,-0.3787076,-722635.25,-0.3638136,-1343033.6
-739708.56,-1195892.8,41595.086,226934.98,85848.56,-0.40235013,-0.4501499,768231.1,-1365268.8,-0.41508085,-0.44331175,-0.40459502,-0.4140863,-0.39373025,-1190610.1,-0.42022997,-0.42859888,-608018.3
