0,1,2,3
1260458.6,-1077041.2,703830.25,15690.254
-383609.6,263838.12,-1101730.9,-145024.02
953587.7,-219448.44,-243271.6,406621.53
278932.2,1511559.2,1415828.9,447853.97
-826499.5,14784.1455,735379.2,-721551.3
-878315.4,-1125105.9,591035.06,500779.1
1947529.9,-941062.8,1111983.0,940570.56
-146229.84,1962363.2,84979.67,983834.75
-76284.07,948437.5,762288.1,206440.36
862099.7,-128889.17,2644184.2,1142419.8
771089.94,981058.0,533038.9,175062.81
40832.39,1127226.4,263053.38,686292.75
-35867.598,-274875.84,544380.0,1748845.6
724300.2,237493.81,100221.93,-716029.4
-51492.3,830165.9,-546317.2,-71595.09
100006.09,-709603.9,429345.4,-175953.47
1024945.25,-689903.2,617839.7,471057.06
-507928.7,99842.98,311639.0,-317103.44
1066217.9,741732.25,664575.4,-4303.466
917742.6,595425.9,-1165562.8,628864.9
-355114.25,-47589.66,-368265.4,649749.75
-63859.31,-279223.97,-740192.7,-306508.1
13059.884,1311255.2,449888.97,57666.87
563446.6,797942.94,319769.28,-277657.88
782580.56,-108232.64,-172173.56,525002.8
880110.6,956942.75,-335228.53,-212020.34
-587662.5,1033331.2,405714.22,896414.8
88985.07,140745.4,-988444.25,-7167.7617
532605.4,-1007319.94,604305.8,-602781.3
598011.75,513757.75,118193.984,632629.8
782654.9,276073.53,886641.94,-250488.12
791276.06,195296.28,-158437.72,1076651.4
564349.25,246431.44,-128345.31,711568.0
-942428.7,1755097.9,-239705.86,204145.44
1022631.5,1095854.2,488229.53,916786.44
-258674.78,1462415.2,-396193.88,802944.25
176223.56,835361.6,879204.2,315656.66
1147926.1,584276.7,-177034.97,13900.146
834639.9,244116.8,2332611.5,587490.3
1213205.4,1833571.4,802053.5,392711.53
-110339.71,-336004.78,-1183653.4,-491551.03
551696.4,716495.06,-406298.72,282402.62
-289197.88,857435.8,-23853.594,152395.36
826388.94,1020641.06,837637.06,20815.62
347526.34,372153.84,708364.4,-75273.01
863082.4,-219877.5,-242834.0,775351.4
301745.66,-458315.47,1014439.94,1283352.8
985364.25,438519.5,78942.27,-662197.7
-28553.967,715196.9,1343881.5,666234.9
1046932.6,-277135.88,527037.44,-340896.38
627912.7,429619.66,8735.386,145757.33
1098365.4,511877.9,885605.6,-695991.6
-399276.44,427458.25,1038172.1,-241764.84
749530.6,91919.836,1710348.6,833485.5
-629778.2,166701.58,391103.75,-1180232.6
-378250.53,1254177.5,-63268.113,1136879.9
328903.06,-557101.8,1103073.6,-545013.1
134580.06,-740164.06,1453417.9,1196307.0
679208.1,207933.27,668718.44,249780.98
400533.84,925471.44,869559.6,-806477.5
538135.25,249451.53,-208405.02,403305.12
1179507.4,415244.7,919153.56,595327.6
-298592.03,-773518.25,-907258.5,1412136.8
-982300.8,21719.25,412577.38,477741.53
-586868.1,177552.86,379099.66,1754295.1
-641706.0,465932.34,1304599.8,848031.7
574204.56,581220.0,649823.44,329579.16
-890922.25,-504768.2,1002311.44,-5313.0103
386659.44,3442.1423,1072016.8,156694.33
805032.44,504620.56,590958.8,275934.4
1032153.5,161460.73,485765.25,184903.12
195224.02,1082818.2,308650.72,-220535.25
161536.44,-238418.61,523025.25,797005.1
287820.9,-739115.2,475692.8,-76397.83
1106009.8,525410.9,416091.9,833606.3
1257831.2,776497.5,664111.06,-341357.62
668841.0,1365916.4,219435.2,-22946.709
492924.5,279061.9,-1298666.6,-502353.94
339867.72,-434825.44,334953.16,1250526.6
852044.1,-376463.97,-137926.55,460473.12
207751.16,1728812.1,-742858.44,-8196.712
2108052.8,814357.75,-522951.78,-56486.152
-506339.9,1091008.1,560826.8,-41316.62
570403.56,577136.25,933340.25,282973.94
189715.88,927414.25,115650.9,566561.94
