0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
-59623.22,405264.2,-85941.8,1100174.5,262315.47,-2578079.5,-2230868.2,19952.934,-2286623.5,464864.62,377058.8,-178828.44,-2611301.2,1743999.8,-2959225.2,-4751734.0,0.98489845,-869050.8,327654.3,-453664.84,414981.75,924203.6,-275296.38,825839.94,-1216450.6,1069330.9,-2326192.0,944348.2,-890022.7,3.697896,37.516567,-1198269.0,343712.5,-90169.11,1146122.8,55.62187,14.814448,-1003879.5,-3445771.0,607442.75,211554.16
178324.8,1449467.1,-172526.11,-560619.7,-271585.88,32739.967,-1080222.1,633646.6,2.1573355,-1583678.0,-198526.92,-349850.1,-447594.38,338707.6,-2435229.8,-3753639.0,15698.082,-826819.44,-2078734.9,-854856.4,-138195.62,270793.06,-1373595.8,-737443.7,-518850.75,-95824.33,-2123363.8,-387843.47,-1459508.6,1.6545237,8.486737,-587135.75,-1076228.5,105165.984,167358.52,4.6534314,-749849.1,-172535.05,-3248751.8,829465.94,-1916740.8
880802.7,365219.3,-546197.5,1717267.6,-627285.4,142183.22,-557905.7,393305.75,1.8290566,-3349556.0,-138271.58,-506915.47,-649616.25,1202129.1,-4280254.5,-2666352.8,-369548.6,-614449.56,-223857.86,-602825.5,-610387.4,1167905.2,-647912.0,615446.7,758102.2,-1721137.0,-2985665.8,182858.89,-300372.97,-2421658.8,9.65699,376168.9,-1267470.0,-319254.2,4326.352,-848019.1,-1758178.1,-1629770.9,-3460693.0,-1637988.8,-677014.8
-586799.4,-98549.77,412564.44,159289.02,-554667.44,-135842.94,-915798.9,262986.84,-315898.3,14.2882805,478137.28,1009597.44,-300804.16,-404260.56,-1919091.1,12.601715,1.0004277,-875308.1,683185.06,-688402.7,-576382.1,2730695.8,596918.7,-426119.78,-653901.2,-568133.1,-2387743.0,-735994.9,-1258806.4,-3203047.8,66.16645,-192099.11,-1146056.0,-3969407.8,-537110.0,109.35317,-1473083.2,-3115435.2,-3375741.8,-538842.9,-14672.476
455760.38,-503548.5,-901538.0,322484.0,-2369134.8,169411.03,3.3441494,-539766.4,-1366364.6,2.0031295,-544212.94,303653.3,-354545.25,-2071565.8,-2398882.5,4.778501,0.9857551,-1419607.2,-290085.44,-1108156.9,-813142.94,1805695.9,1.0449977,-635697.1,-275232.88,-152791.95,-2847660.2,-1639352.6,-1272116.5,3.98776,-4131427.5,-18177.068,-2587404.2,-997891.25,-1299212.6,4.552666,2.8615305,-1039345.6,-4721081.0,203150.9,-244627.12
-424656.4,-1852066.1,-83851.086,-622492.75,61634.887,-997004.25,2.31261,1362953.5,113859.53,-367047.78,-781570.5,-896906.6,-391369.28,619231.06,-3157901.2,-3773788.5,-1105778.1,-1819477.9,-1160838.1,-457727.28,80363.914,821284.5,0.9926324,-473751.12,260537.62,162297.47,-4009743.0,-560927.2,219974.88,0.02817025,2.0811586,-823432.25,7860.672,267187.4,-1713710.4,3.6505544,-2527675.5,-748390.4,-3864303.0,-211969.84,-760915.75
718307.9,808786.06,102514.695,-1392388.8,-323484.44,-497392.6,5.0002823,259798.48,3.2682517,-1994676.5,162004.05,4307335.5,168721.3,-271672.0,-2492721.0,-1843706.1,-618220.7,-1829478.8,784482.75,854771.75,266487.7,1521795.4,1.0972251,-479471.7,235205.53,1330394.8,-3173052.8,392908.9,-1093744.0,-2439965.5,-3486045.2,831986.56,1158398.5,-4764948.5,-3244019.2,-1500114.6,-1393561.1,-2284600.2,-3129708.2,-1628519.2,245605.67
1240612.1,833198.8,294024.9,-213516.58,-160860.56,-27986.791,7.384296,2147550.0,2.5319629,-3313123.2,199317.69,2583256.0,-2743236.2,-193799.53,-2837508.0,-3746406.0,-1680838.9,-148141.92,-453389.53,1287428.0,573310.25,-497932.34,79454.0,1940724.1,-529575.6,112862.78,-3233076.8,-925812.75,-1005917.3,-986472.9,36.93938,1053188.0,-633903.94,-1066095.9,-469667.0,53.066113,-2671396.8,-2387409.5,-2554484.5,-534149.7,-714425.9
-248913.06,445341.6,-736634.25,-85394.85,-1184652.5,-1966838.0,15.073542,-698986.1,-3808640.0,16.47347,-3035356.0,661038.06,-880513.06,-758504.2,-3214573.2,17.242031,0.9979053,-913017.3,-1111701.4,-857673.25,949771.1,1416880.5,1016686.7,-246233.28,-35944.54,381925.34,-4297805.0,-965382.94,-598582.0,18.198603,91.50351,-294353.2,427454.8,-629889.44,-1906820.5,91.60416,47.999664,-3803343.5,-3475744.0,-756509.4,-410795.06
120361.266,-1622062.4,719238.7,-98356.02,106162.56,-27572.482,3.0745206,96161.25,2.3970687,2.2267852,-645149.94,479256.12,-34290.145,-646845.1,-2639195.2,6.44558,-243620.7,-511272.62,-1312978.9,-1335235.2,-881913.4,247659.73,1.0443524,133146.36,1959578.9,-848206.56,-2584291.8,-996858.9,-19208.436,5.1135125,10.922059,-54827.934,-169858.9,444770.88,-3124557.2,7.130766,-2006249.1,-4707466.0,-2728683.8,316605.7,-692127.6
377978.72,275660.94,271101.28,227965.2,-382126.4,-846744.56,-2676059.5,753707.4,-995163.6,-1166658.0,191804.97,-110754.016,-564192.06,114065.35,-1825049.6,-4562071.5,-1146710.5,836776.94,503184.44,460719.47,539113.56,531253.3,67966.02,2576136.8,-270159.44,-381259.72,-2622029.2,453764.94,-1017474.9,-1244878.6,52.32047,-397498.94,-1272785.6,-532455.1,-764026.7,-1732904.2,-2792780.5,-1292529.1,-1508081.2,-603357.9,1125394.6
-1080498.9,739913.0,82314.29,-27159.64,1213903.8,-1810147.8,-3226937.2,1161142.8,-409792.53,1.9011705,172533.25,1002792.5,-1682996.2,303878.16,-2373782.8,-4180949.5,-1039829.4,-1164448.1,-497371.25,-85243.73,-748257.9,856584.25,342898.47,185036.34,-815921.44,1144661.8,-3004822.0,-243807.81,-487850.38,24.154295,23.945068,-144187.7,-310686.9,816156.2,-695118.4,-1753679.1,-2810173.8,-845326.3,-2783756.8,139471.25,-5245685.0
758989.0,374118.12,-1068527.2,181879.77,-528009.1,-2550149.0,-3954448.0,140776.9,-3031414.8,2.4675174,34603.996,179620.86,-559114.7,1039384.75,-1213031.4,-4299562.0,0.9771516,278265.2,317209.84,-170211.84,-1358680.2,1319225.0,-248145.88,554249.1,-294178.25,-319772.78,-3655680.8,-411815.62,-1223757.5,13.888093,17.899828,-564857.1,-185050.67,3483.7239,-1212286.6,-383438.8,3.369554,546119.44,-3030232.5,880483.06,-1147040.8
-744806.44,-55576.926,134102.1,657488.2,-178510.16,-981471.2,-3594130.8,100712.0,-1234509.6,1.609028,1170613.2,963199.56,-510919.5,1830320.1,-3576046.8,-3602115.2,0.9844722,-710349.1,-15519.067,-1491393.0,1233999.8,1767436.9,799427.6,-494410.16,-1610776.0,-803069.75,-1839423.5,35432.984,358874.38,10.361238,10.139443,977555.75,-168688.0,-1014612.7,-311359.03,-1572428.1,2.75665,117280.4,-3374696.5,-1600608.5,-280904.53
856745.56,52.40956,304352.4,-1568751.5,-3166050.5,-429015.53,-3943189.0,93450.9,22.029985,20.681715,-1515520.0,673276.44,-1268380.5,38.741943,-3535065.2,10.294944,1.0020154,-505076.25,-623306.44,-514266.7,310943.66,670334.25,-2009519.4,-132143.61,450819.94,-2163136.5,-4544376.0,185564.2,-264155.75,22.474539,-1590676.1,788135.4,-1250048.2,-2698557.0,-1467272.2,-852158.25,51.173588,-1017851.75,-3348686.8,-642954.0,-12410.471
57789.805,-113749.836,235956.53,-238795.92,-1651739.2,-662540.75,-1560530.5,506423.2,2.9309406,-737586.0,-207005.81,349999.4,-247017.52,-586841.5,-2471445.8,-3498043.0,-661169.6,832548.9,879573.2,-1638040.5,-508789.1,1974360.1,214823.34,623955.5,-163697.11,230768.77,-3706203.8,-55947.887,65356.945,-1683183.8,41.83095,-543438.0,-1208752.4,1076810.1,3.4881656,-1459881.9,-2264182.5,-1139804.5,-2910820.8,687831.5,-159113.03
763958.9,-449432.22,110230.77,-172603.55,-763171.5,-791534.06,-1761385.5,1448356.5,847574.56,123467.95,-357283.8,-269773.2,-246527.92,40745.266,-3139766.0,-4458609.5,0.9881957,-153607.89,-1473481.8,-569213.25,240021.67,1405420.4,-523603.62,1505658.2,-333553.8,-612420.2,-2785936.5,714658.7,-719540.94,-3080095.0,-2015605.9,143547.44,-43578.21,-488092.2,-1087193.4,47.58649,-3172664.5,-2085327.6,-2820625.8,-1143753.8,-480435.94
621725.8,-126670.55,1511700.4,-446793.38,-46118.504,-1019767.75,4.8940735,-223052.48,-1727768.5,-2049331.4,-861668.8,-467276.78,-1286162.8,-3362348.0,-2629573.8,-1990582.4,0.98670375,-1636901.2,-883119.8,86120.79,265619.84,480282.25,1.2786431,-391053.78,-1040322.44,-668280.44,-4003279.5,-418500.53,-774544.94,-1016199.3,-3142510.8,-1588606.2,-163439.36,-765355.94,5.357148,63.011406,16.111061,180799.66,-3600951.0,722990.1,-802660.3
98638.22,-550473.6,584791.94,148852.03,-159786.64,-2311834.0,3.1598113,-374934.03,-1053593.0,1.9098423,681544.94,251062.53,-2246558.5,515126.56,-2356798.8,7.145644,-1135204.1,-190576.78,-1293968.4,-486769.72,-275768.28,1.2495613,1.1113318,508589.28,-683024.3,-1120673.9,-3251443.8,659430.25,-496366.16,16.754688,-3101682.0,1193283.8,-914759.44,-1046936.75,-1572828.2,-2103729.2,-4123037.2,-834148.4,-3287773.2,204719.4,616031.8
-354393.56,953060.8,314880.1,828169.94,-1128093.4,-369434.9,2.9977214,1130035.2,-414817.38,2.2304888,-332599.3,-605030.9,-2064027.5,-2630796.8,-3263213.0,6.8521795,0.9824923,-1569974.9,-148208.78,-561823.94,-1159211.2,176528.19,1.0568718,-1334706.5,477407.84,-995179.25,-1731947.4,1059161.8,-1385811.4,-3214309.8,-3876151.5,8033.7417,-313644.8,-610123.4,-1130386.1,12.5864105,2.915587,-1751002.9,-4056561.2,-79232.92,168303.81
962387.4,1281822.0,365352.6,-629380.8,-1657488.2,1064281.6,-1120496.1,1655505.1,4.2291017,1278793.2,-333635.7,407039.75,1017956.5,1553022.1,-3482910.5,-3719944.5,-259140.84,-144151.03,654760.25,-696316.5,1461731.5,1511374.9,1683003.6,746076.2,356534.6,-377039.12,-2888394.5,701835.1,-1266723.8,-1620450.5,90.60562,647809.06,-2578780.2,-1018036.7,-2141574.2,-1743753.8,-2659677.5,-2169142.2,-3715734.0,-1048164.75,-735984.56
897290.94,-758484.0,-293982.47,285417.06,-171909.98,-2208224.0,-2653603.0,474639.3,-3647290.8,1.111264,-411229.84,817682.5,-1465230.0,-332513.78,-2150560.2,2.041364,0.9821678,-681315.94,-1591245.4,-704862.06,-312674.84,-332437.97,81269.28,-895873.1,-397354.94,1051153.9,-3790667.8,-29823.22,208763.78,0.009950681,2.7269363,-205212.38,-218219.92,518389.1,-853782.7,4.0620866,2.5724082,-926427.5,-3132115.8,-1960370.4,-470879.53
393546.53,-1187027.9,148046.3,-617776.7,-1070784.9,-763089.94,2.0422418,1344906.2,-661749.56,1.0403887,-1308970.9,-1929817.5,-1497763.0,-1524013.8,-3230973.5,1.0227196,0.995322,-885243.6,-1118956.2,-439290.56,-512716.8,-717366.25,1.065545,-183845.16,-701397.75,-297953.34,-2730525.2,-759542.06,-717693.56,8.767238,2.3471286,-229819.94,-227714.23,-804447.6,1.1109402,3.7189982,-2622320.2,-1061515.0,-4405705.0,449655.44,468366.53
826868.94,1148650.2,69429.68,-402590.84,-704581.3,-1108717.6,-3451371.8,1536352.9,2.2466133,-3078606.0,919319.1,-383651.12,-1233000.5,-223280.69,-1693050.1,-2181085.0,-746404.6,-736108.06,129773.48,-809716.5,-680721.2,540166.7,-3174251.2,83910.61,-257627.5,-205141.8,-3655001.0,-294538.47,-546067.3,-2968596.8,14.643971,-48972.1,-1638193.2,-777581.25,3.2542052,-2336407.2,-2284588.2,-1137075.2,-2898550.8,-19217.258,-811800.3
479301.72,1095996.1,-1354459.1,774871.56,-3119394.5,173830.12,-1912775.2,831130.1,11.605975,-2327398.5,-271822.22,821036.2,-210467.42,866683.2,-1666632.9,-2510698.2,-2322430.5,-507302.5,-331433.0,-710526.94,231710.95,2853369.0,-1531475.6,574411.8,-85495.93,-1074492.8,-2664761.0,378892.56,-497073.03,-1905939.4,70.747505,821241.6,245195.38,-907830.5,7.7673073,-1562213.5,-2864702.0,-1284937.6,-2914979.2,199529.2,-7968.6875
1422937.2,113750.04,-291022.47,84616.88,-3522699.2,-652501.44,6.1648993,298929.75,-466057.22,3.6210551,-2818689.2,760449.25,-746516.44,199561.12,-2631918.8,12.279619,-1585555.5,-275743.94,-1181551.9,953863.9,-103469.914,479784.1,-513554.3,505384.03,-343298.16,876496.06,-3547286.2,-1034305.1,-743122.75,20.468431,47.361053,-92697.78,-55998.293,-448400.2,-1429889.6,-1922030.9,11.574225,-4547820.5,-2891653.8,403568.4,-419414.94
-1317232.1,-852202.1,389187.38,-471381.53,844344.75,-69112.51,5.2645807,463318.47,-3428413.0,556717.1,801644.8,380617.94,-2558247.0,-1009537.3,-2300506.8,-5099531.5,0.98308206,-699109.7,-542289.4,106086.48,90084.414,772832.0,1.0532907,-58594.93,-657881.75,-940426.75,-3673739.5,-1080916.5,-424126.16,-3393046.5,-5210916.0,262271.75,27171.309,346124.97,3.392593,-1723369.9,3.5119271,65574.81,-2773243.5,-1805065.9,362092.8
1687898.8,1174134.9,-589783.9,-141932.39,1425352.2,-916748.1,-1470237.6,1303738.0,-1445320.9,-792607.3,780403.1,521920.47,-1976597.4,1633197.2,-2228486.2,-3801025.2,0.9730418,-822231.75,238101.75,-626036.0,-217225.08,1176818.4,-490461.9,224217.17,650242.9,909453.1,-3226766.2,703055.44,-448447.84,166.88792,-3355412.2,505758.72,-3220685.8,-425160.72,296598.25,124876.414,80.830635,1590884.0,-3623942.2,-381588.2,45014.516
-374436.06,-1501620.0,279399.38,-222989.16,-351416.22,-1798275.6,3.0400207,854296.1,-291903.62,2.4353898,684159.7,570490.25,-1349969.5,-641105.9,-4061693.8,6.9432487,-2090726.0,12363.805,306410.03,39982.062,-1600240.5,19678.709,1.1293825,-473642.72,-597109.5,675928.94,-3787020.2,-964019.3,-1026204.1,9.717765,10.330216,-774148.9,305465.28,-56548.58,2.581945,-1939465.8,-3476383.0,-714068.06,-2643061.5,-934977.6,-4036910.0
-511963.34,-26016.21,-1086923.0,242955.9,-29568.258,292044.97,2.935871,164228.62,1.9447411,1.137921,-597603.25,-531193.6,-1045591.8,-195736.4,-2844073.2,3.5753424,0.9774797,-536346.06,-395157.3,-860467.25,-267826.88,466918.25,-347113.12,-273298.5,-1160506.4,1429416.8,-3196913.2,-438071.03,377167.3,-3444700.2,2.564039,-514279.44,-82553.82,-1727104.1,1.2600604,3.9363391,-2179907.0,-1916961.0,-2596487.2,636365.8,-26430.262
-129963.73,326149.72,19194.658,2120231.0,-1683453.5,-813819.9,331.96423,405709.56,-2072489.4,-3654911.0,-1375806.0,6952408.5,-969883.7,505963.38,-3220687.0,-1361480.9,-591728.56,-1546110.8,258913.53,536415.1,-1180336.6,358155.66,1248259.0,62079.906,442189.6,-307600.66,-3339041.5,-575026.56,374857.25,-200644.8,5609.7085,-322219.94,537864.8,-1057638.5,-1079194.5,5760.6743,-2972120.2,-2743565.5,-1871461.6,351434.8,-388816.38
473220.5,-801295.5,1055610.1,-231789.98,-27773.707,-1132414.4,8.945421,-408746.1,-1664101.1,-1479626.9,1610264.6,-854404.56,-3253557.8,-1286531.5,-2693892.0,-2410088.5,-359345.1,160219.78,-1247954.4,101909.6,-403895.66,550143.25,1.1407287,-8812.539,-288475.72,983402.4,-3660066.8,-189785.55,565985.94,-2156635.5,-1987418.5,1216161.8,783379.75,374030.8,6.9208174,-1807699.9,-2175195.2,-653421.56,-1399535.9,-1231898.5,-2505593.5
-9111.706,-388710.84,-101006.734,-271914.94,-916344.75,-1132258.1,-1256644.8,600140.0,-1978785.0,0.9974008,446083.3,126554.4,-1028960.3,-784645.1,-2454125.2,3.2439475,0.9830954,-297355.1,-958775.9,-92128.586,-1038622.94,-218616.9,-896752.25,-438406.06,-550150.2,-670749.5,-2933596.8,-615850.75,-1967626.4,7.2110333,2.5379617,-964098.7,-1453576.0,287655.7,1.0125643,4.052013,2.329262,-860167.2,-3754081.8,783402.0,-894443.3
263349.2,-620169.7,-795754.6,-164605.08,-649006.75,-1007831.5,2.231162,1183491.2,-3187889.0,1.6001275,568694.75,-1027276.25,3.6283247,-669236.9,-3341614.5,2.321032,0.9872593,-2188371.5,-890080.94,797166.3,-689765.3,-596266.1,1.0515456,14371.697,-778478.2,-365841.28,-2324532.5,-529026.44,-1081369.9,0.011499739,2.6415708,-655857.2,570895.9,-1151999.8,-1092422.1,4.014113,2.5945418,-2527812.8,9.439305,588923.1,625947.1
-824801.4,-799648.1,353784.12,736888.6,-1378266.4,560414.44,4.612209,295856.16,-3697794.0,-2367818.0,335792.22,1209802.6,-1868073.1,-2779008.8,-2782001.2,-2086571.9,0.9778597,-1342970.4,421569.94,-1670031.8,-213325.58,278348.75,1.2123383,88197.28,-386958.12,-254353.6,-2472159.8,-237558.61,-40141.098,-2569123.0,-3089822.8,522135.47,237224.48,-901770.06,3.5398037,-1388325.8,19.203749,-1124758.4,-3508475.0,-1117666.5,-969190.4
47099.48,5307.632,-999260.7,229436.55,-1886714.6,-1415246.5,-3075427.5,916786.1,1728.5863,831311.8,-2747543.2,65640.89,-3113791.8,2703.7395,-3120678.8,-3163800.0,0.9845983,781595.4,-882369.25,-1327405.1,-807722.8,995155.9,-2967628.5,-82865.2,660208.94,-613856.4,-2573559.8,-440968.12,-1209598.5,-726315.7,-5184408.0,541706.7,-3708.8984,-2944862.5,279535.47,10717.59,4413.805,-6224769.0,-1716752.4,-321043.38,-47546.297
678970.4,-248677.33,1278408.9,-161232.98,-1711503.0,-155994.31,-1689701.0,972252.94,1.6640661,-253624.1,65908.24,630379.94,-793645.1,902062.9,-2069910.9,-4293798.0,-507443.4,-739714.44,-32226.26,-461346.5,19986.96,1207402.4,70821.664,1057395.8,954587.1,-909899.25,-3860592.2,1175602.1,435179.97,-1226893.9,10.116354,541559.3,-1537545.4,448176.56,-1332100.6,-1061676.8,-2604876.5,-2337241.5,-1481525.6,183896.25,125716.07
1213405.1,-372298.5,65834.68,849648.1,-501957.6,-137667.23,-1478287.6,1035491.75,2.6788867,-2290982.0,-247413.16,3928892.5,-1213205.1,1301911.5,-2636355.2,-2608042.0,-1657184.2,488898.88,-828320.44,-269356.2,134464.3,291855.62,841930.6,652141.56,113453.19,-1166050.8,-4301794.0,-508048.62,-2126878.2,-1316789.2,21.998014,140658.27,597386.75,149018.56,-308795.75,42.62434,-3859268.5,-16289.508,-2340671.2,-215302.6,749523.2
1989111.2,-54635.926,371819.38,-1384582.0,-1178894.2,-1093380.4,49.90063,937961.94,58.351036,-598974.6,-2354860.5,3039213.8,-289435.38,377226.1,-3837986.8,-1764577.2,-1661913.4,1001428.4,-592787.8,706348.2,-505585.6,932538.3,320778.9,-688977.94,-221876.66,-211495.17,-3535677.0,2133435.0,-621143.7,8272.905,185.68365,874035.6,177435.73,-1809900.4,107.950005,174.20523,-2346745.8,-3138252.8,-1886561.1,-81414.69,-405999.84
1007566.94,-485785.9,-1290079.6,-356902.2,-1149516.6,-520068.78,5.037023,884797.0,-955568.56,-1377569.1,-78855.62,3244713.2,-1557296.0,-1645884.1,-2686939.0,927149.75,116941.14,-759186.9,-274255.25,-2180350.2,-220474.61,165961.61,1.1524189,-901408.44,34686.594,417169.4,-4360021.0,-19206.703,69115.33,-681341.5,-3027807.5,955122.5,-75421.16,-285.88684,-392269.72,50.66853,-2999600.5,-366750.72,-2830722.0,-324771.25,-1119951.0
429648.03,33630.707,1142878.5,-1711385.6,600424.75,-844213.94,1.0625175,910433.06,-1211732.4,1.1998259,-490661.25,-375112.72,3.29776,-1641234.8,-3162350.8,2.233125,0.9788529,-1367490.1,-260643.92,-1420988.5,-185541.06,-378131.0,-1022187.2,-488381.72,19092.885,858075.25,-3031690.5,-920685.75,563180.44,0.009077685,2.1180458,-1023563.0,-500367.12,164048.62,0.05344052,3.531681,2.193801,322561.97,-3397425.5,329249.5,26466.459
610496.9,1084604.6,400619.4,104426.42,-1704676.6,577557.75,-2614522.0,759388.25,43.76679,122973.32,-674225.1,-331407.28,-1472480.6,90.07015,-2888813.5,-2665933.0,0.98855907,469103.47,-42451.867,297502.16,179763.34,732191.75,-3155964.8,678841.6,-1488001.4,295463.03,-4564737.5,-637413.75,-1518803.0,-1319160.5,158.05817,572196.75,-331005.03,1272180.6,-1919620.6,-1091936.9,-1851774.4,-1114012.2,-3059887.8,268048.28,1739607.2
1440563.6,667519.2,-574769.2,-820208.2,82337.836,893607.9,-1986547.2,1485339.0,13.450817,-1337437.1,-1457567.0,848709.6,-638802.4,1713692.0,-1991309.8,-2564308.8,-79231.37,551730.0,-183350.5,-162307.2,1280026.6,1426086.9,1416228.8,1182805.0,1314136.9,-721225.3,-3371779.5,951586.7,-119847.61,-1011601.06,-3323026.2,2002928.6,-4580344.0,-2730959.8,-2578000.8,-519810.12,-1217654.4,-3132953.0,-2622477.8,889489.44,456928.75
