0,1,2,3
0.33951825,0.44944146,0.22993784,0.663553
0.75166035,0.7350016,0.080252744,0.5580386
0.56067806,0.82329834,0.016486669,0.31769422
0.6807071,0.5232554,0.34353846,0.70979017
0.61732644,0.6719053,0.0571458,0.542629
0.3856512,0.45511368,0.17951328,0.68104804
0.28381282,0.21582921,0.39491192,0.6810352
0.334972,0.5074356,0.49505854,0.6813364
0.549379,0.6755572,0.031598076,0.47310734
0.6882591,0.8450912,0.0060833734,0.20700632
0.7989716,0.6854615,-0.00028909367,0.3112263
0.35355142,0.5781884,0.025122348,0.35455126
0.25006503,0.43242416,0.3425796,0.6926536
0.38869458,0.5650521,0.02643153,0.37406334
0.6496638,0.5671441,0.2194313,0.68177277
0.26187575,0.51362866,0.14699279,0.5314185
0.4400345,0.69872713,0.16323538,0.5820732
0.18688978,0.46436894,0.19986081,0.6044908
0.58963805,0.30173457,0.42421377,0.63563865
0.5662289,0.60841775,-0.021376507,0.45317015
0.5744525,0.7354489,0.07841493,0.5489852
0.57209665,0.84539056,0.031275935,0.2317944
0.06320265,0.64375633,0.1749484,0.085649736
0.8143563,0.6551415,0.07774174,0.6239986
0.22356114,0.25523812,0.4214178,0.6815371
0.14698674,0.6064015,0.16454457,0.4471357
0.7835595,0.5726662,0.12936997,0.6895458
0.34705314,0.22926487,0.40839612,0.7151787
0.13863364,0.16089624,0.6913829,0.5093226
0.6957564,0.35987765,0.26253122,0.6820404
0.23289332,0.30143517,0.34160125,0.61753166
0.2375628,0.42622933,0.28882235,0.61526877
0.16778041,0.23605666,0.599872,0.53292716
0.22651212,0.47713158,0.27774587,0.647279
0.3201624,0.4673544,0.21440476,0.76087916
0.5377121,0.6554529,0.13658908,0.42353114
0.14526819,0.6075954,0.16723397,0.45284513
0.41821715,0.550574,0.055588823,0.57733065
0.58546835,0.643802,0.17579767,0.68722194
0.50350064,0.64200366,0.22632828,0.59974825
0.7287373,0.6636501,0.089313805,0.6452311
0.20696454,0.52482444,0.20746897,0.5913417
0.66184425,0.513405,0.34370372,0.78986806
0.57067245,0.78672445,0.04313296,0.52085817
0.6347994,0.7398529,0.16139509,0.41738832
0.40944272,0.68424904,0.22240072,0.53486913
0.5322552,0.44817257,0.35007742,0.5465064
0.39723185,0.3963758,0.34318337,0.7326404
0.65859884,0.6211881,0.25510147,0.681053
0.66498005,0.6217872,0.3421493,0.6547155
0.25520697,0.5929694,0.14823136,0.5251673
0.44925848,0.34300822,0.34252614,0.5470465
0.49667668,0.48481932,0.09331158,0.7147453
0.51615185,0.21254332,0.5136721,0.6223819
0.4148719,0.77425903,0.23478638,0.29850718
0.70403415,0.37107345,0.24342205,0.6887737
0.1003122,0.6216404,0.20456728,0.5501704
0.06302462,0.26912102,0.60588926,0.54068696
0.19544825,0.1874682,0.66714436,0.58088714
0.075033896,0.58953565,0.21118467,0.50447166
0.38670218,0.45996523,0.17427604,0.5918809
0.5234558,0.6939516,0.14575422,0.6481409
0.50545686,0.6097595,-0.017168107,0.41253737
0.4779461,0.44951612,0.18457347,0.6663552
0.31525326,0.40906122,0.264336,0.6815983
0.69751596,0.7224641,0.09791232,0.5573918
0.5572117,0.62112707,0.25704667,0.62572306
0.3397305,0.54004914,0.07020463,0.52279186
0.61868215,0.72044784,0.12682182,0.6559007
0.53410983,0.78844136,0.037966415,0.5439209
0.5584984,0.71298516,0.10056373,0.6183943
0.40533912,0.6700481,0.21606788,0.2768447
0.47686094,0.62350583,-0.020067314,0.25529057
0.088727444,0.573265,0.34388527,0.52106655
0.29508948,0.12589136,0.4958019,0.48604316
0.45275718,0.4598174,0.34377456,0.5822866
0.56776947,0.5896836,0.19158031,0.6527751
0.49698153,0.5908017,0.009515356,0.4960617
0.5615314,0.4690709,0.39308733,0.80053675
0.4112159,0.515717,0.11882627,0.56569093
0.55117744,0.6866368,0.09642554,0.59899396
0.43575662,0.42831916,0.51105374,0.6868333
0.24868198,0.5957287,0.16040431,0.52117485
0.18635572,0.45974132,0.299333,0.591665
0.57867634,0.55079764,0.21960476,0.7098977
0.36077204,0.19209586,0.4451277,0.6815155
0.6752365,0.8548695,0.011353169,0.21002357
0.37077108,0.23344165,0.37460092,0.7213216
0.37602666,0.56408185,0.10891857,0.42644006
0.53415626,0.48153523,0.23245296,0.73026496
0.27313185,0.59916246,0.14416172,0.5279679
0.4394587,0.43100628,0.20945051,0.6823372
0.47970203,0.663275,0.26844114,0.68104607
0.34645885,0.6211545,0.12604538,0.49854553
0.53520614,0.4329468,0.4076858,0.68724024
0.14699358,0.5983401,0.1640845,0.31079286
0.56209576,0.68245924,0.15138084,0.4863682
0.68154246,0.5679629,0.21536002,0.68185556
-0.010831628,0.7738118,0.17739005,0.32049474
0.578067,0.6767288,0.038391806,0.34970033
0.3598121,0.67922163,0.020624854,0.0037340329
0.19854301,-0.009500557,0.34131756,0.57398915
0.3767401,0.7249997,0.19625126,0.50792235
0.80989224,0.7453029,0.06882524,0.6810267
0.31595162,0.70695114,0.19419868,0.04587544
0.5289408,0.7495554,0.023139978,0.520208
0.57426316,0.6908563,0.08318912,0.5678463
0.31847125,0.41100535,0.2722283,0.6273397
0.25842497,0.5796095,0.08382926,0.42374787
0.46493146,0.65137273,0.2245235,0.58422863
0.35352403,0.38092387,0.1748776,0.6374709
0.29719144,0.46033838,0.13598736,0.6810243
0.31391814,0.789711,0.3434449,0.20204702
0.5355496,0.7102223,0.14423275,0.6694808
0.43622905,0.30001765,0.36582485,0.54672146
0.52646965,0.47810182,0.37297374,0.6865464
0.44925642,0.34300822,0.3046069,0.5470448
0.30597585,0.49907482,0.14759451,0.55922383
0.6316636,0.72156596,0.1327689,0.4131875
